Date,Follower_count,Comment_count,Like_count,Hashtags,Hashtag_count,Mentions,Mention_count
2014-04-25 11:41:55,264,7,119,"#autism,#autism,#Faith,#Autism,#Autism,#vaccines,#Regression,#Autism,#TBT,#Parents,#Prayers,#Autism,#autism,#Environment,#Autism,#Autism",16,"@USofAutism,@richeverts,@SharylAttkisson,@GMA,@ABC,@robinroberts,@laraspencer,@Ginger_Zee",8
