Date,Follower_count,Comment_count,Like_count,Hashtags,Hashtag_count,Mentions,Mention_count
2018-09-23 05:02:23,4649,86,1028,"#DoorsOpenMke,#wisconsin,#visitMKE,#federalcourthouse,#POWMIARecognitionDay,#neverforgotten,#veteran,#wwii,#dday,#wisconsin,#rhinelander,#wisconsin,#broadcaster,#studiotime,#ConstitutionDay,#newuscitizen,#immigration,#naturalizationceremony,#uscis,#milwaukee,#artmuseum,#orange4shfb,#FightHunger,#wisconsin,#september11,#neverforget,#patriotday,#federalcourt,#judges,#circuitcourt,#josephprojectwi,#jobs,#wisconsin,#veteran,#airforce,#wisconsin,#koreanwar,#scotus,#PurpleHeartDay",39,"@newschannel7_wsaw.,@uscis,@senronjohnson,@nbc15_madison",4
2018-09-30 00:32:21,4672,102,1034,"#adoptionangels,#adoption,#wisconsin,#DoorsOpenMke,#wisconsin,#visitMKE,#federalcourthouse,#POWMIARecognitionDay,#neverforgotten,#veteran,#wwii,#dday,#wisconsin,#rhinelander,#wisconsin,#broadcaster,#studiotime,#ConstitutionDay,#newuscitizen,#immigration,#naturalizationceremony,#uscis,#milwaukee,#artmuseum,#orange4shfb,#FightHunger,#wisconsin,#september11,#neverforget,#patriotday,#federalcourt,#judges,#circuitcourt,#josephprojectwi,#jobs,#wisconsin,#veteran,#airforce,#wisconsin,#koreanwar,#scotus,#PurpleHeartDay",42,"@CCAInstitute,@newschannel7_wsaw.,@uscis,@senronjohnson,@nbc15_madison",5
2018-09-30 03:14:16,,,,,,,
2018-10-19 02:08:25,4715,88,1162,"#billsigning,#whitehouse,#faa,#eaa,#airtrafficcontrol,#243navybday,#presidenttrump,#faa,#whitehouse,#drones,#preventingemergingthreats,#eaa,#airtrafficcontrol,#confirmkavanaugh,#JosephProjectWI,#jobsearch,#wisconsin,#OurCrewOurOctober,#adoptionangels,#adoption,#wisconsin,#DoorsOpenMke,#wisconsin,#visitMKE,#federalcourthouse,#POWMIARecognitionDay,#neverforgotten,#veteran,#wwii,#dday,#wisconsin,#rhinelander,#wisconsin,#broadcaster,#studiotime,#ConstitutionDay,#newuscitizen,#immigration,#naturalizationceremony,#uscis,#milwaukee,#artmuseum,#orange4shfb,#FightHunger,#wisconsin",45,"@USNavy,@CCAInstitute,@newschannel7_wsaw.,@uscis,@senronjohnson,@nbc15_madison",6
2018-10-19 02:13:10,4715,88,1162,"#billsigning,#whitehouse,#faa,#eaa,#airtrafficcontrol,#243navybday,#presidenttrump,#faa,#whitehouse,#drones,#preventingemergingthreats,#eaa,#airtrafficcontrol,#confirmkavanaugh,#JosephProjectWI,#jobsearch,#wisconsin,#OurCrewOurOctober,#adoptionangels,#adoption,#wisconsin,#DoorsOpenMke,#wisconsin,#visitMKE,#federalcourthouse,#POWMIARecognitionDay,#neverforgotten,#veteran,#wwii,#dday,#wisconsin,#rhinelander,#wisconsin,#broadcaster,#studiotime,#ConstitutionDay,#newuscitizen,#immigration,#naturalizationceremony,#uscis,#milwaukee,#artmuseum,#orange4shfb,#FightHunger,#wisconsin",45,"@USNavy,@CCAInstitute,@newschannel7_wsaw.,@uscis,@senronjohnson,@nbc15_madison",6
2018-12-21 22:24:09,,,,,,,
2018-12-21 22:26:47,4824,28,1346,"#BillofRightsDay,#ukraine,#josephprojectwi,#milwaukee,#wausau,#powerofwork,#jobs,#pearlharborday,#greatestgeneration,#neverforget,#remembering41,#bush41,#senate,#hsgac,#bloomberg,#Remembering41,#wisconsinproud,#bush41,#righttotry,#rtt,#SmallBizGuardian,#smallbiz,#kosovo,#serbia,#washingtondc",25,@whitehouse,1
